step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy,classification/accuracy,classification/weighted_f1_score
1636,94936,3272,0.209325299,0.5,0.75,,,,,
1637,95018,3274,0.223868537,0.5,0.75,,,,,
1638,95068,3276,0.257095869,0.5,0.75,,,,,
1639,95102,3278,0.324929958,0.5,0.75,,,,,
1640,95168,3280,0.220750286,0.5,0.75,,,,,
1641,95202,3282,0.171012268,1,1,,,,,
1642,95300,3284,0.23196246,0.5,0.75,,,,,
1643,95334,3286,0.089966262,1,1,,,,,
1644,95384,3288,0.336755529,0.5,0.75,,,,,
1645,95434,3290,0.16949307,0.5,0.75,,,,,
1646,95484,3292,0.286047595,0.5,0.75,,,,,
1647,95534,3294,0.288503079,0.5,0.75,,,,,
1648,95568,3296,0.096736093,1,1,,,,,
1649,95618,3298,0.259172235,0.5,0.75,,,,,
1650,95668,3300,0.238022378,1,1,,,,,
1651,95734,3302,0.231089385,1,1,,,,,
1652,95784,3304,0.306389821,0,0.5,,,,,
1653,95850,3306,0.167384992,1,1,,,,,
1654,95884,3308,0.140196711,1,1,,,,,
1655,95966,3310,0.229435013,1,1,,,,,
1656,96048,3312,0.187809444,1,1,,,,,
1657,96114,3314,0.242030574,1,1,,,,,
1658,96148,3316,0.212756941,0.5,0.75,,,,,
1659,96214,3318,0.211283496,0.5,0.75,,,,,
1660,96248,3320,0.139365576,0.5,0.75,,,,,
1661,96298,3322,0.170424467,1,1,,,,,
1662,96364,3324,0.23791691,1,1,,,,,
1663,96446,3326,0.246935785,0.5,0.75,,,,,
1664,96480,3328,0.184023911,0.5,0.75,,,,,
1665,96546,3330,0.234226692,1,1,,,,,
1666,96596,3332,0.250679112,0.5,0.75,,,,,
1667,96630,3334,0.136653446,1,1,,,,,
1668,96664,3336,0.175502716,1,1,,,,,
1669,96698,3338,0.279524827,1,1,,,,,
1670,96764,3340,0.242199033,0.5,0.75,,,,,
1671,96814,3342,0.174574356,1,1,,,,,
1672,96880,3344,0.12483566,1,1,,,,,
1673,96914,3346,0.201977189,1,1,,,,,
1674,96980,3348,0.220677144,0.5,0.75,,,,,
1675,97046,3350,0.274262961,0.5,0.75,,,,,
1676,97144,3352,0.274085744,0.5,0.75,,,,,
1677,97258,3354,0.289612922,0,0.5,,,,,
1678,97292,3356,0.187026027,1,1,,,,,
1679,97358,3358,0.149841337,1,1,,,,,
1680,97408,3360,0.159172051,1,1,,,,,
1681,97458,3362,0.263586237,0,0.5,,,,,
1682,97492,3364,0.167764594,1,1,,,,,
1683,97526,3366,0.160169687,1,1,,,,,
1684,97560,3368,0.206620785,0.5,0.75,,,,,
1685,97610,3370,0.134316621,1,1,,,,,
1686,97660,3372,0.159589005,0.5,0.75,,,,,
1687,97710,3374,0.211864017,1,1,,,,,
1688,97808,3376,0.309206333,0.5,0.75,,,,,
1689,97858,3378,0.266327567,1,1,,,,,
1690,97908,3380,0.176201748,1,1,,,,,
1691,97942,3382,0.145864826,1,1,,,,,
1692,97976,3384,0.249432344,0,0.5,,,,,
1693,98026,3386,0.303761857,0.5,0.75,,,,,
1694,98124,3388,0.119000318,1,1,,,,,
1695,98174,3390,0.165041151,1,1,,,,,
1696,98288,3392,0.186690207,1,1,,,,,
1697,98370,3394,0.235055945,0.5,0.75,,,,,
1698,98420,3396,0.350072698,0.5,0.75,,,,,
1699,98486,3398,0.219900832,0.5,0.75,,,,,
1700,98536,3400,0.248532456,0.5,0.75,,,,,
1701,98586,3402,0.169948368,1,1,,,,,
1702,98668,3404,0.242034667,1,1,,,,,
1703,98702,3406,0.100163339,1,1,,,,,
1704,98736,3408,0.34670958,0.5,0.75,,,,,
1705,98786,3410,0.134366759,1,1,,,,,
1706,98836,3412,0.253103421,0.5,0.75,,,,,
1707,98886,3414,0.196067321,1,1,,,,,
1708,98936,3416,0.280066267,0.5,0.75,,,,,
1709,98970,3418,0.172424804,1,1,,,,,
1710,99004,3420,0.230816249,0,0.5,,,,,
1711,99038,3422,0.157624589,1,1,,,,,
1712,99072,3424,0.199007429,1,1,,,,,
1713,99106,3426,0.169419058,1,1,,,,,
1714,99172,3428,0.253987932,1,1,,,,,
1715,99222,3430,0.289225575,0.5,0.75,,,,,
1716,99272,3432,0.182874641,0.5,0.75,,,,,
1717,99386,3434,0.250638423,0.5,0.75,,,,,
1718,99420,3436,0.149276882,0.5,0.75,,,,,
1719,99534,3438,0.215336584,0.5,0.75,,,,,
1720,99616,3440,0.230084881,1,1,,,,,
1721,99650,3442,0.190696664,1,1,,,,,
1722,99684,3444,0.308912511,0.5,0.75,,,,,
1723,99766,3446,0.200619245,1,1,,,,,
1724,99816,3448,0.152397362,0.5,0.75,,,,,
1725,99866,3450,0.096419512,1,1,,,,,
1726,99916,3452,0.174104892,1,1,,,,,
1727,99966,3454,0.136571009,0.5,0.75,,,,,
1728,100096,3456,0.183199655,1,1,,,,,
1729,100146,3458,0.332204919,0.5,0.75,0.348380051,0,0.5,,
1730,100196,3460,0.240870119,1,1,,,,,
1731,100246,3462,0.155751044,1,1,,,,,
1732,100280,3464,0.116798116,1,1,,,,,
1733,100346,3466,0.171106424,0.5,0.75,,,,,
1734,100412,3468,0.158727484,1,1,,,,,
1735,100478,3470,0.136166135,0.5,0.75,,,,,
1736,100528,3472,0.163518921,0.5,0.75,,,,,
1737,100594,3474,0.164348091,0.5,0.75,,,,,
1738,100628,3476,0.166566212,0.5,0.75,,,,,
1739,100902,3478,0.248818896,0.5,0.75,,,,,
1740,100952,3480,0.137867857,1,1,,,,,
1741,101002,3482,0.247622357,0,0.5,,,,,
1742,101052,3484,0.091296173,1,1,,,,,
1743,101086,3486,0.186267932,1,1,,,,,
1744,101168,3488,0.296414038,0.5,0.75,,,,,
1745,101218,3490,0.149317193,0.5,0.75,,,,,
1746,101316,3492,0.215907311,1,1,,,,,
1747,101350,3494,0.177946682,0.5,0.75,,,,,
1748,101416,3496,0.164674504,0.5,0.75,,,,,
1749,101466,3498,0.097470404,1,1,,,,,
1750,101564,3500,0.157508229,0.5,0.75,,,,,
1751,101646,3502,0.345484576,0.5,0.75,,,,,
1752,101712,3504,0.213109297,1,1,,,,,
1753,101762,3506,0.118760448,1,1,,,,,
1754,101796,3508,0.274934647,0.5,0.75,,,,,
1755,101878,3510,0.153264503,1,1,,,,,
1756,101928,3512,0.136177599,1,1,,,,,
1757,101978,3514,0.218547197,0.5,0.75,,,,,
1758,102028,3516,0.238821305,0.5,0.75,,,,,
1759,102078,3518,0.13121775,1,1,,,,,
1760,102112,3520,0.175751528,1,1,,,,,
1761,102146,3522,0.208016619,1,1,,,,,
1762,102212,3524,0.177842082,0.5,0.75,,,,,
1763,102278,3526,0.157341734,1,1,,,,,
1764,102328,3528,0.131308853,1,1,,,,,
1765,102458,3530,0.192012592,0.5,0.75,,,,,
1766,102492,3532,0.21817177,0.5,0.75,,,,,
1767,102638,3534,0.227275684,1,1,,,,,
1768,102688,3536,0.17530018,1,1,,,,,
1769,102738,3538,0.195898914,0.5,0.75,,,,,
1770,102788,3540,0.18714664,1,1,,,,,
1771,102854,3542,0.22337928,1,1,,,,,
1772,102904,3544,0.190897304,0.5,0.75,,,,,
1773,103050,3546,0.193835835,1,1,,,,,
1774,103100,3548,0.232968416,0.5,0.75,,,,,
1775,103134,3550,0.294396281,0.5,0.75,,,,,
1776,103168,3552,0.213060909,0.5,0.75,,,,,
1777,103202,3554,0.325165611,0.5,0.75,,,,,
1778,103236,3556,0.269247214,1,1,,,,,
1779,103286,3558,0.133598667,1,1,,,,,
1780,103352,3560,0.23316637,0.5,0.75,,,,,
1781,103386,3562,0.110883562,1,1,,,,,
1782,103436,3564,0.375641378,0,0.5,,,,,
1783,103486,3566,0.192495443,1,1,,,,,
1784,103552,3568,0.149421885,1,1,,,,,
1785,103634,3570,0.171469005,1,1,,,,,
1786,103668,3572,0.134254956,0.5,0.75,,,,,
1787,103718,3574,0.084038274,1,1,,,,,
1788,103768,3576,0.112032238,1,1,,,,,
1789,103818,3578,0.124377739,1,1,,,,,
1790,103932,3580,0.18471781,1,1,,,,,
1791,104014,3582,0.209285561,1,1,,,,,
1792,104096,3584,0.183086011,0.5,0.75,,,,,
1793,104226,3586,0.154222749,0.5,0.75,,,,,
1794,104292,3588,0.161661233,1,1,,,,,
1795,104326,3590,0.203580476,0.5,0.75,,,,,
1796,104360,3592,0.16265072,1,1,,,,,
1797,104394,3594,0.280280939,0.5,0.75,,,,,
1798,104428,3596,0.194219435,1,1,,,,,
1799,104478,3598,0.158075703,1,1,,,,,
1800,104544,3600,0.223887008,0.5,0.75,,,,,
1801,104578,3602,0.195628564,1,1,,,,,
1802,104644,3604,0.184610511,0.5,0.75,,,,,
1803,104678,3606,0.134320391,1,1,,,,,
1804,104712,3608,0.267416502,0,0.5,,,,,
1805,104794,3610,0.284290115,0.5,0.75,,,,,
1806,104876,3612,0.156607453,1,1,,,,,
1807,104926,3614,0.24679489,1,1,,,,,
1808,104976,3616,0.149691679,1,1,,,,,
1809,105058,3618,0.163688078,1,1,,,,,
1810,105108,3620,0.166498917,1,1,,,,,
1811,105158,3622,0.212781696,1,1,,,,,
1812,105224,3624,0.168090804,1,1,,,,,
1813,105258,3626,0.092338164,0.5,0.75,,,,,
1814,105276,3628,0.509379841,0.5,0.75,,,,,
1815,105358,3630,0.285928792,1,1,,,,,
1816,105424,3632,0.185646543,1,1,,,,,
1817,105474,3634,0.222310885,0.5,0.75,,,,,
1818,105540,3636,0.30558686,1,1,,,,,
1819,105590,3638,0.204564621,0.5,0.75,,,,,
1820,105640,3640,0.247873728,1,1,,,,,
1821,105738,3642,0.251901886,0.5,0.75,,,,,
1822,105788,3644,0.168691308,0.5,0.75,0.22494788,1,1,,
1823,105854,3646,0.206187667,0.5,0.75,,,,,
1824,105904,3648,0.272265036,0.5,0.75,,,,,
1825,105954,3650,0.28827767,0,0.5,,,,,
1826,106052,3652,0.164168545,1,1,,,,,
1827,106118,3654,0.346801539,0,0.5,,,,,
1828,106152,3656,0.092235139,1,1,,,,,
1829,106186,3658,0.239708841,0.5,0.75,,,,,
1830,106284,3660,0.198660735,1,1,,,,,
1831,106366,3662,0.220636315,0.5,0.75,,,,,
1832,106400,3664,0.146507027,1,1,,,,,
1833,106450,3666,0.236691431,0,0.5,,,,,
1834,106484,3668,0.183645779,0.5,0.75,,,,,
1835,106534,3670,0.314941656,0.5,0.75,,,,,
1836,106616,3672,0.25114115,0.5,0.75,,,,,
1837,106666,3674,0.165384244,1,1,,,,,
1838,106748,3676,0.218181734,1,1,,,,,
1839,106798,3678,0.199180845,1,1,,,,,
1840,106848,3680,0.155953966,1,1,,,,,
1841,106898,3682,0.210000123,1,1,,,,,
1842,106964,3684,0.165665433,1,1,,,,,
1843,107046,3686,0.119492934,0.5,0.75,,,,,
1844,107112,3688,0.136946957,0.5,0.75,,,,,
1845,107146,3690,0.190901845,0.5,0.75,,,,,
1846,107276,3692,0.190356692,0.5,0.75,,,,,
1847,107310,3694,0.237774824,0.5,0.75,,,,,
1848,107360,3696,0.151071941,1,1,,,,,
1849,107410,3698,0.23505938,1,1,,,,,
1850,107444,3700,0.120622818,0.5,0.75,,,,,
1851,107590,3702,0.19640601,0.5,0.75,,,,,
1852,107688,3704,0.278304761,0.5,0.75,,,,,
1853,107786,3706,0.258167445,0.5,0.75,,,,,
1854,107820,3708,0.211327988,1,1,,,,,
1855,107918,3710,0.153978977,1,1,,,,,
1856,107968,3712,0.163678509,1,1,,,,,
1857,108002,3714,0.270559454,0,0.5,,,,,
1858,108036,3716,0.142660572,1,1,,,,,
1859,108070,3718,0.460330599,0,0.5,,,,,
1860,108104,3720,0.255961764,1,1,,,,,
1861,108154,3722,0.162161593,0.5,0.75,,,,,
1862,108204,3724,0.111457898,1,1,,,,,
1863,108254,3726,0.171842471,1,1,,,,,
1864,108288,3728,0.060661542,1,1,,,,,
1865,108386,3730,0.194434615,1,1,,,,,
1866,108436,3732,0.188613685,0.5,0.75,,,,,
1867,108502,3734,0.183063087,1,1,,,,,
1868,108600,3736,0.190842647,1,1,,,,,
1869,108682,3738,0.214777259,0.5,0.75,,,,,
1870,108732,3740,0.154290926,1,1,,,,,
1871,108782,3742,0.219719489,1,1,,,,,
1872,108816,3744,0.292872458,0.5,0.75,,,,,
1873,108898,3746,0.21064688,1,1,,,,,
1874,108932,3748,0.100780188,1,1,,,,,
1875,108966,3750,0.194841353,0.5,0.75,,,,,
1876,109048,3752,0.193818191,0.5,0.75,,,,,
1877,109082,3754,0.069744934,1,1,,,,,
1878,109164,3756,0.243022933,0,0.5,,,,,
1879,109230,3758,0.199731633,0,0.5,,,,,
1880,109296,3760,0.196435131,1,1,,,,,
1881,109330,3762,0.132523045,1,1,,,,,
1882,109380,3764,0.246867363,0.5,0.75,,,,,
1883,109414,3766,0.16157643,1,1,,,,,
1884,109448,3768,0.179208215,0.5,0.75,,,,,
1885,109498,3770,0.283974883,1,1,,,,,
1886,109564,3772,0.187916668,1,1,,,,,
1887,109614,3774,0.170005847,1,1,,,,,
1888,109648,3776,0.164287417,1,1,,,,,
1889,109714,3778,0.161113278,1,1,,,,,
1890,109748,3780,0.199133515,1,1,,,,,
1891,109798,3782,0.130561216,1,1,,,,,
1892,109832,3784,0.17311498,1,1,,,,,
1893,109898,3786,0.242860631,0,0.5,,,,,
1894,109948,3788,0.137251132,1,1,,,,,
1895,109998,3790,0.253128686,1,1,,,,,
1896,110048,3792,0.185406251,1,1,,,,,
1897,110082,3794,0.104406136,1,1,,,,,
1898,110148,3796,0.127410428,1,1,,,,,
1899,110198,3798,0.239151318,0,0.5,,,,,
1900,110264,3800,0.107304724,1,1,,,,,
1901,110298,3802,0.305374676,0,0.5,,,,,
1902,110364,3804,0.183747071,0,0.5,,,,,
1903,110398,3806,0.107809094,1,1,,,,,
1904,110448,3808,0.229717795,0.5,0.75,,,,,
1905,110482,3810,0.372003575,0,0.5,,,,,
1906,110532,3812,0.250821793,0.5,0.75,,,,,
1907,110582,3814,0.148146627,1,1,,,,,
1908,110632,3816,0.255589213,0.5,0.75,,,,,
1909,110682,3818,0.204869305,1,1,,,,,
1910,110748,3820,0.111785648,1,1,,,,,
1911,110798,3822,0.181109875,0.5,0.75,,,,0.637681186,0.611965394
1912,110864,3824,0.146456167,1,1,,,,,
1913,110914,3826,0.263767193,1,1,,,,,
1914,110948,3828,0.136330977,1,1,,,,,
1915,110998,3830,0.107790996,1,1,,,,,
1916,111080,3832,0.135230922,1,1,,,,,
1917,111162,3834,0.159704218,1,1,,,,,
1918,111212,3836,0.192561949,0.5,0.75,,,,,
1919,111278,3838,0.180874552,1,1,,,,,
1920,111424,3840,0.200717243,1,1,0.284628858,0.5,0.75,,
1921,111474,3842,0.204524804,1,1,,,,,
1922,111540,3844,0.220544684,0.5,0.75,,,,,
1923,111574,3846,0.192839388,1,1,,,,,
1924,111608,3848,0.131628452,1,1,,,,,
1925,111706,3850,0.161149612,1,1,,,,,
1926,111756,3852,0.118083813,1,1,,,,,
1927,111790,3854,0.094907663,1,1,,,,,
1928,111824,3856,0.08026461,1,1,,,,,
1929,111874,3858,0.121532635,1,1,,,,,
1930,111908,3860,0.170074317,1,1,,,,,
1931,111974,3862,0.148262976,1,1,,,,,
1932,112008,3864,0.088372861,1,1,,,,,
1933,112058,3866,0.136913732,0.5,0.75,,,,,
1934,112092,3868,0.09372454,1,1,,,,,
1935,112126,3870,0.094365908,1,1,,,,,
1936,112176,3872,0.116131069,1,1,,,,,
1937,112210,3874,0.151958066,1,1,,,,,
1938,112260,3876,0.145283684,0.5,0.75,,,,,
1939,112326,3878,0.177253194,0.5,0.75,,,,,
1940,112376,3880,0.127866663,1,1,,,,,
1941,112442,3882,0.111878132,1,1,,,,,
1942,112492,3884,0.150010013,1,1,,,,,
1943,112542,3886,0.117334808,1,1,,,,,
1944,112592,3888,0.126335391,1,1,,,,,
1945,112642,3890,0.181201309,1,1,,,,,
1946,112692,3892,0.10787152,1,1,,,,,
1947,112758,3894,0.136212296,1,1,,,,,
1948,112808,3896,0.107362316,1,1,,,,,
1949,112874,3898,0.198678601,1,1,,,,,
1950,112924,3900,0.190124721,1,1,,,,,
1951,113006,3902,0.192595034,0.5,0.75,,,,,
1952,113040,3904,0.104927091,1,1,,,,,
1953,113074,3906,0.150270132,1,1,,,,,
1954,113124,3908,0.138130067,1,1,,,,,
1955,113206,3910,0.173454351,1,1,,,,,
1956,113256,3912,0.166610236,1,1,,,,,
1957,113306,3914,0.136420772,1,1,,,,,
1958,113356,3916,0.115681365,1,1,,,,,
1959,113406,3918,0.107723177,1,1,,,,,
1960,113472,3920,0.115810393,1,1,,,,,
1961,113538,3922,0.124119045,1,1,,,,,
1962,113604,3924,0.188078143,0.5,0.75,,,,,
1963,113654,3926,0.146629565,1,1,,,,,
1964,113704,3928,0.140985184,1,1,,,,,
1965,113770,3930,0.100674226,1,1,,,,,
1966,113948,3932,0.219030165,1,1,,,,,
1967,113998,3934,0.200336992,1,1,,,,,
1968,114032,3936,0.119349332,1,1,,,,,
1969,114066,3938,0.139432238,1,1,,,,,
1970,114116,3940,0.129501615,0.5,0.75,,,,,
1971,114166,3942,0.115440419,1,1,,,,,
1972,114200,3944,0.051390529,1,1,,,,,
1973,114250,3946,0.172746938,1,1,,,,,
1974,114284,3948,0.104319308,1,1,,,,,
1975,114334,3950,0.136379029,1,1,,,,,
1976,114400,3952,0.095567325,1,1,,,,,
1977,114450,3954,0.152030264,0.5,0.75,,,,,
1978,114484,3956,0.079719426,1,1,,,,,
1979,114518,3958,0.081348579,1,1,,,,,
1980,114552,3960,0.093472221,1,1,,,,,
1981,114602,3962,0.188641287,0.5,0.75,,,,,
1982,114636,3964,0.085353143,1,1,,,,,
1983,114686,3966,0.113766598,1,1,,,,,
1984,114736,3968,0.225033869,1,1,,,,,
1985,114770,3970,0.174063964,0.5,0.75,,,,,
1986,114820,3972,0.113870222,1,1,,,,,
1987,114870,3974,0.165241862,1,1,,,,,
1988,114952,3976,0.165423776,1,1,,,,,
1989,115002,3978,0.139435203,1,1,,,,,
1990,115036,3980,0.151257485,0.5,0.75,,,,,
1991,115086,3982,0.12470183,1,1,,,,,
1992,115152,3984,0.157823455,1,1,,,,,
1993,115202,3986,0.126905415,0.5,0.75,,,,,
1994,115252,3988,0.196088587,1,1,,,,,
1995,115350,3990,0.111545503,1,1,,,,,
1996,115400,3992,0.121487448,0.5,0.75,,,,,
1997,115450,3994,0.169266491,1,1,,,,,
1998,115500,3996,0.127330185,1,1,,,,,
1999,115614,3998,0.14319029,0.5,0.75,,,,,
2000,115664,4000,0.138686993,1,1,,,,,
2001,115698,4002,0.128763132,1,1,,,,,
2002,115764,4004,0.169147765,1,1,,,,,
2003,115862,4006,0.17222248,0.5,0.75,,,,,
2004,115896,4008,0.150318057,0.5,0.75,,,,,
2005,115930,4010,0.181221732,1,1,,,,,
2006,115980,4012,0.119342863,1,1,,,,,
2007,116062,4014,0.116130616,0.5,0.75,,,,,
2008,116112,4016,0.118681949,1,1,,,,,
2009,116146,4018,0.110466142,1,1,,,,,
2010,116180,4020,0.07119356,1,1,,,,,
2011,116278,4022,0.140519585,1,1,,,,,
2012,116328,4024,0.147762465,0.5,0.75,,,,,
2013,116378,4026,0.103591994,1,1,,,,,
2014,116412,4028,0.119588835,1,1,,,,,
2015,116478,4030,0.158779718,1,1,,,,,
2016,116512,4032,0.130806401,0.5,0.75,,,,,
2017,116562,4034,0.209103402,1,1,,,,,
2018,116612,4036,0.153742316,1,1,,,,,
2019,116646,4038,0.099635083,1,1,,,,,
2020,116696,4040,0.140133492,0.5,0.75,,,,,
2021,116730,4042,0.112989834,1,1,,,,,
2022,116796,4044,0.142952924,0.5,0.75,,,,,
2023,116910,4046,0.18258221,1,1,0.29676927,0.5,0.75,,
2024,116944,4048,0.1932017,0.5,0.75,,,,,
2025,117074,4050,0.206588578,1,1,,,,,
2026,117124,4052,0.180982337,0.5,0.75,,,,,
2027,117190,4054,0.167066131,1,1,,,,,
2028,117256,4056,0.123434919,1,1,,,,,
2029,117322,4058,0.123723963,1,1,,,,,
2030,117404,4060,0.180593759,1,1,,,,,
2031,117454,4062,0.137428823,1,1,,,,,
2032,117488,4064,0.133129887,1,1,,,,,
2033,117538,4066,0.118396588,1,1,,,,,
2034,117588,4068,0.07488747,1,1,,,,,
2035,117622,4070,0.122341534,1,1,,,,,
2036,117672,4072,0.128568774,1,1,,,,,
2037,117706,4074,0.130515768,1,1,,,,,
2038,117756,4076,0.188566251,0.5,0.75,,,,,
2039,117806,4078,0.234808169,0.5,0.75,,,,,
2040,117840,4080,0.102696474,1,1,,,,,
2041,117874,4082,0.160779476,1,1,,,,,
2042,117940,4084,0.160448731,1,1,,,,,
2043,117990,4086,0.191145285,1,1,,,,,
2044,118056,4088,0.192679755,1,1,,,,,
2045,118090,4090,0.139847297,1,1,,,,,
2046,118124,4092,0.154280022,1,1,,,,,
2047,118158,4094,0.118861967,1,1,,,,,
2048,118192,4096,0.13533978,1,1,,,,,
2049,118242,4098,0.101273521,1,1,,,,,
2050,118292,4100,0.138279459,1,1,,,,,
2051,118342,4102,0.102538054,1,1,,,,,
2052,118392,4104,0.092922563,1,1,,,,,
2053,118442,4106,0.104404104,1,1,,,,,
2054,118476,4108,0.125024245,1,1,,,,,
2055,118510,4110,0.17873063,1,1,,,,,
2056,118576,4112,0.249835813,0.5,0.75,,,,,
2057,118610,4114,0.172032739,1,1,,,,,
2058,118660,4116,0.114865959,1,1,,,,,
2059,118710,4118,0.151577981,1,1,,,,,
2060,118760,4120,0.141609169,1,1,,,,,
2061,118794,4122,0.195138593,0.5,0.75,,,,,
2062,118828,4124,0.154208371,1,1,,,,,
2063,118894,4126,0.139968178,1,1,,,,,
2064,118944,4128,0.152850949,1,1,,,,,
2065,118978,4130,0.087217934,1,1,,,,,
2066,119012,4132,0.073376875,1,1,,,,,
2067,119094,4134,0.218430173,0.5,0.75,,,,,
2068,119176,4136,0.219942727,0.5,0.75,,,,,
2069,119210,4138,0.12691268,1,1,,,,,
2070,119244,4140,0.142195821,1,1,,,,,
2071,119294,4142,0.094596256,1,1,,,,,
2072,119344,4144,0.179752218,1,1,,,,,
2073,119410,4146,0.186951481,1,1,,,,,
2074,119540,4148,0.270243553,1,1,,,,,
2075,119574,4150,0.094962768,1,1,,,,,
2076,119640,4152,0.188257,1,1,,,,,
2077,119690,4154,0.133117534,1,1,,,,,
2078,119724,4156,0.103237237,1,1,,,,,
2079,119806,4158,0.166507388,1,1,,,,,
2080,119840,4160,0.083787128,1,1,,,,,
2081,119874,4162,0.120326497,1,1,,,,,
2082,119940,4164,0.113253862,1,1,,,,,
2083,119990,4166,0.112927748,1,1,,,,,
2084,120056,4168,0.195003328,0.5,0.75,,,,,
2085,120090,4170,0.110963758,1,1,,,,,
2086,120188,4172,0.189349262,0.5,0.75,,,,,
2087,120238,4174,0.124615283,1,1,,,,,
2088,120272,4176,0.288264464,0.5,0.75,,,,,
2089,120338,4178,0.148440544,1,1,,,,,
2090,120372,4180,0.132100424,1,1,,,,,
2091,120422,4182,0.201537317,1,1,,,,,
2092,120520,4184,0.198153881,0.5,0.75,,,,,
2093,120570,4186,0.234856571,1,1,,,,,
2094,120636,4188,0.165197264,1,1,,,,,
2095,120702,4190,0.151169858,1,1,,,,,
2096,120736,4192,0.04260584,1,1,,,,,
2097,120786,4194,0.200131045,0.5,0.75,,,,,
2098,120820,4196,0.174398936,1,1,,,,,
2099,120870,4198,0.101895564,1,1,,,,,
2100,120904,4200,0.132505763,1,1,,,,,
2101,120938,4202,0.119742709,1,1,,,,,
2102,121004,4204,0.124924724,1,1,,,,,
2103,121070,4206,0.127271593,1,1,,,,,
2104,121104,4208,0.134274176,1,1,,,,,
2105,121154,4210,0.146990186,1,1,,,,,
2106,121204,4212,0.107021778,1,1,,,,,
2107,121238,4214,0.100643917,1,1,,,,,
2108,121288,4216,0.154918313,1,1,,,,,
2109,121338,4218,0.16792275,1,1,,,,,
2110,121420,4220,0.133064362,1,1,,,,,
2111,121470,4222,0.334720764,0.5,0.75,,,,,
2112,121536,4224,0.105388898,1,1,,,,,
2113,121586,4226,0.268367544,0.5,0.75,,,,,
2114,121668,4228,0.195236851,1,1,,,,,
2115,121734,4230,0.200102617,1,1,,,,,
2116,121800,4232,0.157606308,1,1,,,,,
2117,121818,4234,0.072844207,1,1,,,,,
2118,121868,4236,0.123733925,1,1,,,,,
2119,121902,4238,0.181096041,1,1,,,,,
2120,121936,4240,0.14115131,1,1,,,,,
2121,122002,4242,0.197359758,0.5,0.75,,,,,
2122,122052,4244,0.14658159,1,1,,,,,
2123,122102,4246,0.248753345,0.5,0.75,,,,,
2124,122168,4248,0.118759587,1,1,,,,,
2125,122218,4250,0.177221912,1,1,,,,,
2126,122252,4252,0.103343463,1,1,,,,,
2127,122302,4254,0.124223814,1,1,0.218344876,0.5,0.75,,
2128,122336,4256,0.140399588,1,1,,,,,
2129,122402,4258,0.08604872,1,1,,,,,
2130,122452,4260,0.157483362,1,1,,,,,
2131,122502,4262,0.124617397,1,1,,,,,
2132,122552,4264,0.17560234,1,1,,,,,
2133,122650,4266,0.113325028,1,1,,,,,
2134,122684,4268,0.073323579,1,1,,,,,
2135,122750,4270,0.161662806,1,1,,,,,
2136,122800,4272,0.165250922,0.5,0.75,,,,,
2137,122882,4274,0.164095117,1,1,,,,,
2138,122916,4276,0.168561863,1,1,,,,,
2139,122950,4278,0.122634461,1,1,,,,,
2140,123000,4280,0.112818105,1,1,,,,,
2141,123034,4282,0.174291537,1,1,,,,,
2142,123084,4284,0.149741811,1,1,,,,,
2143,123166,4286,0.150613918,1,1,,,,,
2144,123216,4288,0.135731502,1,1,,,,,
2145,123250,4290,0.218421339,0.5,0.75,,,,,
2146,123300,4292,0.132865181,1,1,,,,,
2147,123366,4294,0.189245701,1,1,,,,,
2148,123416,4296,0.189117571,1,1,,,,,
2149,123466,4298,0.096823173,1,1,,,,,
2150,123532,4300,0.155932578,1,1,,,,,
2151,123566,4302,0.181285874,1,1,,,,,
2152,123616,4304,0.111347313,1,1,,,,,
2153,123682,4306,0.120475846,1,1,,,,,
2154,123732,4308,0.15970926,1,1,,,,,
2155,123798,4310,0.145544615,1,1,,,,,
2156,123864,4312,0.167040981,1,1,,,,,
2157,123914,4314,0.17241167,1,1,,,,,
2158,123964,4316,0.179224837,0.5,0.75,,,,,
2159,124062,4318,0.142770153,1,1,,,,,
2160,124192,4320,0.155543967,1,1,,,,,
2161,124274,4322,0.115110249,1,1,,,,,
2162,124308,4324,0.132304843,1,1,,,,,
2163,124358,4326,0.17891477,1,1,,,,,
2164,124424,4328,0.151434683,1,1,,,,,
2165,124490,4330,0.155345511,0.5,0.75,,,,,
2166,124524,4332,0.175870278,1,1,,,,,
2167,124574,4334,0.084641114,1,1,,,,,
2168,124608,4336,0.107883553,1,1,,,,,
2169,124658,4338,0.126730276,1,1,,,,,
2170,124708,4340,0.128753763,1,1,,,,,
2171,124758,4342,0.119141998,1,1,,,,,
2172,124808,4344,0.23789795,1,1,,,,,
2173,124874,4346,0.12638912,1,1,,,,,
2174,124924,4348,0.146802063,1,1,,,,,
2175,124974,4350,0.132542324,1,1,,,,,
2176,125008,4352,0.153124829,1,1,,,,,
2177,125058,4354,0.116962957,1,1,,,,,
2178,125108,4356,0.203233217,1,1,,,,,
2179,125158,4358,0.122088695,1,1,,,,,
2180,125208,4360,0.126939357,1,1,,,,,
2181,125242,4362,0.099491377,1,1,,,,,
2182,125292,4364,0.201567546,0.5,0.75,,,,,
2183,125326,4366,0.115505383,1,1,,,,,
2184,125392,4368,0.256404735,0.5,0.75,,,,,
